time (seconds),I_position (m),J_position (m),K_position (m),I_velocity (m/s),J_velocity (m/s),K_velocity (m/s),I_acceleration (m/s^2),J_acceleration (m/s^2),K_acceleration (m/s^2),,Acceleration magnitude,,Average acceleration magnitude
2346,-628769.8159,5642380.986,-3630723.078,-5940.509679,2157.817219,4381.121685,0.819154817,-7.349900934,4.729361617,,8.778321005,,6738988.407
2347,-634709.9148,5644535.128,-3626339.593,-5939.686879,2150.466982,4385.847611,0.82661433,-7.35326461,4.724354908,,8.779141244,,6738988.97
2348,-640649.1871,5646681.919,-3621951.385,-5938.856343,2143.113947,4390.567823,0.834263366,-7.358330979,4.720444059,,8.782005595,,6738989.532
2349,-646587.6249,5648821.355,-3617558.46,-5938.018072,2135.758121,4395.282316,0.84193433,-7.358177038,4.712563048,,8.778375318,,6738990.093
2350,-652525.2207,5650953.434,-3613160.822,-5937.172068,2128.399516,4399.991083,0.849605293,-7.358023097,4.704682037,,8.774757325,,6738990.652
2351,-658461.9665,5653078.153,-3608758.479,-5936.318331,2121.038141,4404.694118,0.857460298,-7.360876926,4.698889426,,8.774811059,,6738991.21
2352,-664397.8547,5655195.51,-3604351.436,-5935.456863,2113.674005,4409.391415,0.865120297,-7.36333314,4.692993496,,8.774468418,,6738991.767
2353,-670332.8776,5657305.501,-3599939.698,-5934.587664,2106.307118,4414.082968,0.87257981,-7.366696816,4.687986787,,8.775353988,,6738992.323
2354,-676267.0275,5659408.123,-3595523.272,-5933.710736,2098.937489,4418.768771,0.880635301,-7.368643183,4.681304956,,8.77422572,,6738992.877
2355,-682200.2965,5661503.375,-3591102.163,-5932.82608,2091.565129,4423.448818,0.888094814,-7.372006859,4.676298247,,8.775133208,,6738993.43
2356,-688132.6771,5663591.252,-3586676.376,-5931.933697,2084.190046,4428.123102,0.89652935,-7.37735861,4.671808137,,8.778096389,,6738993.982
2357,-694064.1614,5665671.754,-3582245.918,-5931.033589,2076.81225,4432.791618,0.904384355,-7.380212439,4.666015527,,8.77822007,,6738994.532
2358,-699994.7417,5667744.876,-3577810.795,-5930.125756,2069.431752,4437.454359,0.912239359,-7.383066268,4.660222917,,8.778355529,,6738995.081
2359,-705924.4103,5669810.616,-3573371.012,-5929.2102,2062.048559,4442.11132,0.920673895,-7.388418019,4.655732807,,8.781355773,,6738995.629
2360,-711853.1595,5671868.972,-3568926.574,-5928.286921,2054.662683,4446.762494,0.927754363,-7.38837631,4.648534377,,8.778251791,,6738996.175
2361,-717780.9816,5673919.941,-3564477.489,-5927.355922,2047.274133,4451.407875,0.935007907,-7.393952526,4.645409429,,8.782061404,,6738996.721
2362,-723707.8688,5675963.52,-3560023.76,-5926.417202,2039.882918,4456.047457,0.943269367,-7.393686353,4.636845837,,8.77819425,,6738997.264
2363,-729633.8134,5677999.706,-3555565.396,-5925.470765,2032.489048,4460.681235,0.950338871,-7.396254799,4.631632487,,8.778368215,,6738997.807
2364,-735558.8077,5680028.497,-3551102.4,-5924.51661,2025.092533,4465.309202,0.958193875,-7.399108628,4.625839877,,8.778572695,,6738998.348
2365,-741482.8441,5682049.89,-3546634.779,-5923.554739,2017.693382,4469.931352,0.965274343,-7.399066919,4.618641447,,8.775522471,,6738998.888
2366,-747405.9146,5684063.883,-3542162.539,-5922.585153,2010.291605,4474.547679,0.972934343,-7.401523133,4.612745517,,8.775338576,,6738999.427
2367,-753328.0118,5686070.472,-3537685.686,-5921.607853,2002.887211,4479.158177,0.981580329,-7.403357267,4.605381105,,8.773980505,,6738999.964
2368,-759249.1278,5688069.656,-3533204.225,-5920.622842,1995.48021,4483.76284,0.988449347,-7.406833176,4.601056977,,8.77541652,,6739000.501
2369,-765169.2549,5690061.432,-3528718.162,-5919.630119,1988.070613,4488.361663,0.996109346,-7.409289389,4.595161047,,8.775266841,,6739001.035
2370,-771088.3854,5692045.797,-3524227.503,-5918.629687,1980.658427,4492.954638,1.003574341,-7.411347988,4.589161797,,8.774716318,,6739001.569
2371,-777006.5117,5694022.748,-3519732.255,-5917.621547,1973.243664,4497.541761,1.012019841,-7.414089585,4.582686606,,8.774618229,,6739002.101
2372,-782923.626,5695992.283,-3515232.422,-5916.605699,1965.826333,4502.123025,1.01928435,-7.417055646,4.577576576,,8.77529842,,6739002.632
2373,-788839.7205,5697954.4,-3510728.011,-5915.582146,1958.406443,4506.698424,1.027534845,-7.419399628,4.570998065,,8.774812933,,6739003.161
2374,-794754.7877,5699909.095,-3506219.027,-5914.550888,1950.984004,4511.267952,1.034604349,-7.421968074,4.565784716,,8.775101499,,6739003.69
2375,-800668.8197,5701856.367,-3501705.477,-5913.511927,1943.559025,4515.831604,1.042253385,-7.427034442,4.561873868,,8.778258706,,6739004.217
2376,-806581.809,5703796.212,-3497187.366,-5912.465265,1936.131518,4520.389373,1.050882925,-7.432783808,4.557487078,,8.781874431,,6739004.742
2377,-812493.7477,5705728.629,-3492664.7,-5911.410903,1928.70149,4524.941254,1.058358885,-7.432232252,4.549502746,,8.778164673,,6739005.267
2378,-818404.6282,5707653.615,-3488137.485,-5910.348841,1921.268952,4529.48724,1.066018884,-7.434688466,4.543606816,,8.77811778,,6739005.79
2379,-824314.4428,5709571.166,-3483605.727,-5909.279082,1913.833913,4534.027326,1.073283393,-7.437654527,4.538496787,,8.778872091,,6739006.311
2380,-830223.1838,5711481.281,-3479069.432,-5908.201627,1906.396384,4538.561505,1.082308425,-7.442894047,4.533324097,,8.781747587,,6739006.832
2381,-836130.8435,5713383.958,-3474528.606,-5907.116477,1898.956373,4543.089773,1.088419352,-7.439559185,4.524616526,,8.775183888,,6739007.351
2382,-842037.4142,5715279.193,-3469983.255,-5906.023634,1891.513891,4547.612122,1.096669847,-7.441903167,4.518038015,,8.774809115,,6739007.869
2383,-847942.8882,5717166.985,-3465433.384,-5904.923098,1884.068947,4552.128547,1.104513887,-7.44736715,4.514230486,,8.778468276,,6739008.385
2384,-853847.2578,5719047.33,-3460879,-5903.814873,1876.62155,4556.639043,1.112173887,-7.449823364,4.508334556,,8.778489584,,6739008.9
2385,-859750.5154,5720920.227,-3456320.108,-5902.698958,1869.171712,4561.143602,1.119649846,-7.449271808,4.500350225,,8.774874267,,6739009.414
2386,-865652.6532,5722785.673,-3451756.715,-5901.575356,1861.71944,4565.642221,1.127114841,-7.451330407,4.494350975,,8.774503028,,6739009.927
2387,-871553.6635,5724643.665,-3447188.825,-5900.444068,1854.264746,4570.134891,1.136334878,-7.456967541,4.489281604,,8.777885348,,6739010.438
2388,-877453.5388,5726494.202,-3442616.447,-5899.305095,1846.807638,4574.621609,1.142629845,-7.45664045,4.482662435,,8.775041439,,6739010.948
2389,-883352.2712,5728337.28,-3438039.584,-5898.158439,1839.348126,4579.102367,1.15048485,-7.459494279,4.476869824,,8.775536092,,6739011.456
2390,-889249.8531,5730172.897,-3433458.244,-5897.004101,1831.886221,4583.577161,1.158133885,-7.464560647,4.472958976,,8.778855378,,6739011.964
2391,-895146.2768,5732001.052,-3428872.432,-5895.842084,1824.421931,4588.045984,1.16559888,-7.466619246,4.466959726,,8.778539338,,6739012.47
2392,-901041.5347,5733821.74,-3424282.154,-5894.672387,1816.955267,4592.50883,1.173849376,-7.468963227,4.460381215,,8.778287682,,6739012.974
2393,-906935.619,5735634.961,-3419687.416,-5893.495014,1809.486239,4596.965694,1.181113884,-7.471929288,4.455271186,,8.779191229,,6739013.478
2394,-912828.5222,5737440.712,-3415088.225,-5892.309965,1802.014855,4601.416569,1.189748907,-7.476373578,4.449891855,,8.781412293,,6739013.98
2395,-918720.2364,5739238.99,-3410484.585,-5891.117242,1794.541125,4605.861451,1.19663437,-7.475934254,4.442590105,,8.778276233,,6739014.48
2396,-924610.7541,5741029.793,-3405876.504,-5889.916846,1787.065061,4610.300333,1.204110329,-7.475382698,4.434605773,,8.774790968,,6739014.98
2397,-930500.0675,5742813.12,-3401263.986,-5888.70878,1779.58667,4614.733209,1.211770329,-7.477838912,4.428709843,,8.77496057,,6739015.478
2398,-936388.1691,5744588.966,-3396647.039,-5887.493045,1772.105963,4619.160074,1.219235324,-7.47989751,4.422710593,,8.774723388,,6739015.974
2399,-942275.0511,5746357.331,-3392025.668,-5886.269641,1764.62295,4623.580922,1.226895324,-7.482353724,4.416814663,,8.77491545,,6739016.47
2400,-948160.7058,5748118.211,-3387399.879,-5885.038572,1757.137641,4627.995747,1.233964828,-7.48492217,4.411601314,,8.775474645,,6739016.964
2401,-954045.1257,5749871.605,-3382769.679,-5883.799838,1749.650044,4632.404544,1.242794855,-7.489764074,4.406325304,,8.778200705,,6739017.456
2402,-959928.3029,5751617.511,-3378135.072,-5882.553441,1742.16017,4636.807306,1.25025985,-7.491822673,4.400326054,,8.778008091,,6739017.948
2403,-965810.23,5753355.925,-3373496.066,-5881.299383,1734.668029,4641.204028,1.257735809,-7.491271117,4.392341723,,8.774605867,,6739018.438
2404,-971690.8992,5755086.846,-3368852.666,-5880.037665,1727.17363,4645.594705,1.265395809,-7.493727331,4.386445792,,8.77485513,,6739018.927
2405,-977570.3028,5756810.271,-3364204.879,-5878.76829,1719.676984,4649.97933,1.273830345,-7.499079082,4.381955683,,8.77840341,,6739019.414
2406,-983448.4332,5758526.199,-3359552.71,-5877.491258,1712.178099,4654.357898,1.28129534,-7.501137681,4.375956433,,8.778256032,,6739019.9
2407,-989325.2827,5760234.627,-3354896.165,-5876.206571,1704.676986,4658.730403,1.28895534,-7.503593895,4.370060503,,8.778539514,,6739020.385
2408,-995200.8438,5761935.552,-3350235.251,-5874.914231,1697.173654,4663.09684,1.296420335,-7.505652494,4.364061253,,8.778414188,,6739020.868
2409,-1001075.109,5763628.973,-3345569.973,-5873.61424,1689.668114,4667.457202,1.304080334,-7.508108707,4.358165323,,8.778720115,,6739021.35
2410,-1006948.07,5765314.888,-3340900.339,-5872.3066,1682.160374,4671.811484,1.311740334,-7.510564921,4.352269393,,8.779037362,,6739021.831
2411,-1012819.719,5766993.293,-3336226.352,-5870.991311,1674.650445,4676.159681,1.31941678,-7.509105903,4.343395841,,8.774543836,,6739022.311
2412,-1018690.05,5768664.188,-3331548.021,-5869.668377,1667.138337,4680.501787,1.326486284,-7.511674349,4.338182492,,8.775229041,,6739022.789
2413,-1024559.053,5770327.569,-3326865.351,-5868.337797,1659.624059,4684.837796,1.333951279,-7.513732948,4.332183242,,8.775159284,,6739023.266
2414,-1030426.723,5771983.435,-3322178.348,-5866.999576,1652.107621,4689.167702,1.341416274,-7.515791547,4.326183992,,8.775100462,,6739023.741
2415,-1036293.05,5773631.784,-3317487.018,-5865.653713,1644.589033,4693.4915,1.34906531,-7.520857915,4.322273143,,8.778685899,,6739024.215
2416,-1042158.028,5775272.613,-3312791.367,-5864.300211,1637.068305,4697.809184,1.35693676,-7.519796512,4.313502911,,8.774675168,,6739024.688
2417,-1048021.648,5776905.92,-3308091.401,-5862.939071,1629.545446,4702.120749,1.364006264,-7.522364958,4.308289562,,8.775411477,,6739025.159
2418,-1053883.903,5778531.703,-3303387.127,-5861.570296,1622.020466,4706.426189,1.371471259,-7.524423557,4.302290312,,8.775396584,,6739025.63
2419,-1059744.786,5780149.96,-3298678.551,-5860.193887,1614.493375,4710.725498,1.380301286,-7.529265461,4.297014301,,8.778348474,,6739026.098
2420,-1065604.289,5781760.689,-3293965.678,-5858.809846,1606.964183,4715.018671,1.388551782,-7.531609442,4.29043579,,8.778442693,,6739026.566
2421,-1071462.403,5783363.888,-3289248.516,-5857.418174,1599.4329,4719.305703,1.396005813,-7.536278196,4.286421622,,8.781670205,,6739027.032
2422,-1077319.122,5784959.554,-3284527.069,-5856.018874,1591.899535,4723.586586,1.403481772,-7.53572664,4.27843729,,8.778494331,,6739027.497
2423,-1083174.438,5786547.686,-3279801.344,-5854.611947,1584.364099,4727.861317,1.411721303,-7.540680776,4.273843861,,8.781831526,,6739027.96
2424,-1089028.344,5788128.282,-3275071.348,-5853.197396,1576.8266,4732.12989,1.419186298,-7.542739375,4.267844611,,8.781885028,,6739028.422
2425,-1094880.831,5789701.339,-3270337.087,-5851.775221,1569.28705,4736.392298,1.426272248,-7.541392589,4.25965364,,8.7778986,,6739028.883
2426,-1100731.892,5791266.855,-3265598.566,-5850.345426,1561.745457,4740.648537,1.433157712,-7.540953265,4.252351889,,8.775101923,,6739029.342
2427,-1106581.519,5792824.829,-3260855.792,-5848.908011,1554.201831,4744.898601,1.441202239,-7.545509786,4.24765514,,8.778061062,,6739029.8
2428,-1112429.705,5794375.258,-3256108.771,-5847.462979,1546.656183,4749.142484,1.448678198,-7.544958231,4.239670808,,8.774957082,,6739030.257
2429,-1118276.442,5795918.14,-3251357.509,-5846.010331,1539.108522,4753.38018,1.455552697,-7.547129061,4.234354139,,8.775394333,,6739030.712
2430,-1124121.723,5797453.474,-3246602.012,-5844.550069,1531.558858,4757.611686,1.463017692,-7.54918766,4.228354889,,8.77551367,,6739031.166
2431,-1129965.54,5798981.258,-3241842.288,-5843.082196,1524.007201,4761.836993,1.471073183,-7.551134027,4.221673058,,8.775317932,,6739031.619
2432,-1135807.885,5800501.488,-3237078.34,-5841.606714,1516.453561,4766.056099,1.478148169,-7.552397395,4.215467169,,8.77461064,,6739032.07
2433,-1141648.751,5802014.164,-3232310.177,-5840.123623,1508.897947,4770.268996,1.485808169,-7.554853609,4.209571239,,8.775188259,,6739032.52
2434,-1147488.13,5803519.283,-3227537.805,-5838.632926,1501.340369,4774.475679,1.494058664,-7.557197591,4.202992728,,8.775454096,,6739032.969
2435,-1153326.014,5805016.844,-3222761.228,-5837.134626,1493.780837,4778.676143,1.502103191,-7.561754112,4.198295978,,8.778503766,,6739033.416
2436,-1159162.396,5806506.844,-3217980.454,-5835.628723,1486.219362,4782.870382,1.510738214,-7.566198401,4.192916648,,8.781243546,,6739033.862
2437,-1164997.269,5807989.282,-3213195.489,-5834.11522,1478.655952,4787.058392,1.517623677,-7.565759077,4.185614897,,8.778568455,,6739034.307
2438,-1170830.624,5809464.156,-3208406.34,-5832.594119,1471.090618,4791.240166,1.524893668,-7.567420061,4.179512327,,8.778352372,,6739034.75
2439,-1176662.455,5810931.463,-3203613.011,-5831.065422,1463.523369,4795.415699,1.532949158,-7.569366428,4.172830496,,8.778254701,,6739035.192
2440,-1182492.753,5812391.202,-3198815.51,-5829.529131,1455.954216,4799.584985,1.540219149,-7.571027411,4.166727927,,8.778060874,,6739035.633
2441,-1188321.511,5813843.371,-3194013.843,-5827.985248,1448.383168,4803.74802,1.546714603,-7.569792858,4.159219536,,8.774576749,,6739036.072
2442,-1194148.721,5815287.967,-3189208.016,-5826.433775,1440.810235,4807.904797,1.55554463,-7.574634762,4.153943526,,8.777816225,,6739036.51
2443,-1199974.376,5816724.99,-3184398.036,-5824.874713,1433.235427,4812.055312,1.562430094,-7.574195438,4.146641776,,8.775207254,,6739036.946
2444,-1205798.468,5818154.438,-3179583.908,-5823.308066,1425.658754,4816.199559,1.57029058,-7.57574419,4.139856625,,8.774743609,,6739037.382
2445,-1211620.989,5819576.307,-3174765.639,-5821.733834,1418.080226,4820.337532,1.576970075,-7.577517405,4.134436636,,8.774917147,,6739037.815
2446,-1217441.933,5820990.597,-3169943.235,-5820.152021,1410.499852,4824.469226,1.585025566,-7.579463772,4.127754805,,8.774903808,,6739038.248
2447,-1223261.291,5822397.306,-3165116.702,-5818.562628,1402.917643,4828.594636,1.592295556,-7.581124756,4.121652235,,8.774786313,,6739038.679
2448,-1229079.055,5823796.432,-3160286.048,-5816.965656,1395.333607,4832.713757,1.601125583,-7.58596666,4.116376224,,8.778100394,,6739039.109
2449,-1234895.219,5825187.973,-3155451.277,-5815.361109,1387.747756,4836.826583,1.608011047,-7.585527336,4.109074474,,8.775557961,,6739039.537
2450,-1240709.775,5826571.927,-3150612.397,-5813.748989,1380.160099,4840.933108,1.615281037,-7.58718832,4.102971904,,8.775473655,,6739039.964
2451,-1246522.715,5827948.293,-3145769.413,-5812.129297,1372.570646,4845.033328,1.624295105,-7.595037994,4.099784295,,8.782435196,,6739040.39
2452,-1252334.031,5829317.068,-3140922.332,-5810.502035,1364.979407,4849.127237,1.631381055,-7.593691208,4.091593324,,8.778763366,,6739040.814
2453,-1258143.716,5830678.251,-3136071.16,-5808.867206,1357.386392,4853.214829,1.63884605,-7.595749806,4.085594074,,8.779140643,,6739041.237
2454,-1263951.763,5832031.84,-3131215.905,-5807.224812,1349.791609,4857.2961,1.646316527,-7.596503328,4.078602283,,8.777939251,,6739041.659
2455,-1269758.164,5833377.833,-3126356.57,-5805.574855,1342.195071,4861.371044,1.653781522,-7.598561927,4.072603033,,8.778338803,,6739042.079
2456,-1275562.91,5834716.23,-3121493.165,-5803.917337,1334.596786,4865.439656,1.661246517,-7.600620525,4.066603783,,8.778749267,,6739042.498
2457,-1281365.996,5836047.026,-3116625.693,-5802.252261,1326.996764,4869.50193,1.669107004,-7.602169277,4.059818632,,8.77844082,,6739042.916
2458,-1287167.412,5837370.222,-3111754.163,-5800.579627,1319.395015,4873.557861,1.676192954,-7.600822491,4.051627661,,8.774839717,,6739043.332
2459,-1292967.152,5838685.816,-3106878.58,-5798.89944,1311.791549,4877.607445,1.683657949,-7.60288109,4.045628411,,8.77528428,,6739043.747
2460,-1298765.209,5839993.805,-3101998.95,-5797.2117,1304.186376,4881.650675,1.690732935,-7.604144458,4.039422522,,8.774880347,,6739044.16
2461,-1304561.573,5841294.188,-3097115.28,-5795.51641,1296.579506,4885.687546,1.699378921,-7.605978593,4.03205811,,8.774753083,,6739044.572
2462,-1310356.239,5842586.963,-3092227.577,-5793.813573,1288.970949,4889.718053,1.705863412,-7.607354193,4.026534801,,8.774667533,,6739044.983
2463,-1316149.198,5843872.129,-3087335.846,-5792.103189,1281.360714,4893.742192,1.713328407,-7.609412792,4.020535551,,8.775156032,,6739045.393
2464,-1321940.443,5845149.684,-3082440.095,-5790.385263,1273.748812,4897.759956,1.720793402,-7.611471391,4.014536301,,8.775655439,,6739045.801
2465,-1327729.966,5846419.626,-3077540.329,-5788.659795,1266.135252,4901.77134,1.729244384,-7.61290791,4.007068569,,8.775149657,,6739046.207
2466,-1333517.76,5847681.954,-3072636.554,-5786.926789,1258.520044,4905.77634,1.737093906,-7.617066816,4.0022685,,8.77811798,,6739046.613
2467,-1339303.817,5848936.666,-3067728.778,-5785.186246,1250.903199,4909.77495,1.744954392,-7.618615568,3.995483349,,8.777930063,,6739047.017
2468,-1345088.13,5850183.76,-3062817.006,-5783.438168,1243.284726,4913.767164,1.752224383,-7.620276552,3.989380779,,8.77804443,,6739047.419
2469,-1350870.691,5851423.235,-3057901.246,-5781.682559,1235.664635,4917.752978,1.759494373,-7.621937535,3.983278209,,8.778169373,,6739047.821
2470,-1356651.492,5852655.089,-3052981.503,-5779.91942,1228.042937,4921.732386,1.76735486,-7.623486287,3.976493059,,8.778017055,,6739048.22
2471,-1362430.527,5853879.32,-3048057.783,-5778.148753,1220.41964,4925.705384,1.774808891,-7.62815504,3.97247889,,8.781758619,,6739048.619
2472,-1368207.787,5855095.928,-3043130.094,-5776.370562,1212.794755,4929.671966,1.7817108,-7.623800485,3.962199518,,8.774728043,,6739049.016
2473,-1373983.266,5856304.909,-3038198.441,-5774.584847,1205.168292,4933.632126,1.788585299,-7.625971316,3.956882849,,8.775613811,,6739049.412
2474,-1379756.955,5857506.264,-3033262.832,-5772.791612,1197.54026,4937.585861,1.797025318,-7.63001799,3.951400198,,8.778384706,,6739049.806
2475,-1385528.847,5858699.989,-3028323.272,-5770.990859,1189.91067,4941.533164,1.804701763,-7.628558971,3.942526646,,8.774700952,,6739050.199
2476,-1391298.934,5859886.084,-3023379.768,-5769.18259,1182.279532,4945.47403,1.811971754,-7.630219955,3.936424076,,8.774903573,,6739050.591
